task_id,task_name,status,matched_content,matched_hook,missing_requirement,suggested_fix
1450,Ride a Quetzal in Varlamore.,need_hook,world interaction,(unwired) world interaction,interaction not wired to league tasks,Implement object/NPC interaction hook or script_manual
1451,Use a Fairy Ring in Varlamore.,need_hook,world interaction,(unwired) world interaction,interaction not wired to league tasks,Implement object/NPC interaction hook or script_manual
1453,Fill an Inventory with Mahogany Logs in Varlamore.,duplicate,world interaction,(unwired) world interaction,duplicate of task 1415,Remove or differentiate from task 1415
1459,Fill an Inventory with Barronite in Varlamore.,need_hook,world interaction,(unwired) world interaction,interaction not wired to league tasks,Implement object/NPC interaction hook or script_manual
1464,Cross Rooftops in Civitas illa Fortis.,need_hook,,,unclassified mechanic,Assign completion_type and explicit trigger
1466,Fill an Inventory with Calcified Deposits in Cam Torum.,need_hook,world interaction,(unwired) world interaction,interaction not wired to league tasks,Implement object/NPC interaction hook or script_manual
1467,Achieve Level 10 Combat,need_hook,,,unclassified mechanic,Assign completion_type and explicit trigger
1468,Achieve Level 20 Combat,need_hook,,,unclassified mechanic,Assign completion_type and explicit trigger
1469,Achieve Level 30 Combat,need_hook,,,unclassified mechanic,Assign completion_type and explicit trigger
1470,Achieve Level 40 Combat,need_hook,,,unclassified mechanic,Assign completion_type and explicit trigger
1471,Achieve Level 50 Combat,need_hook,,,unclassified mechanic,Assign completion_type and explicit trigger
1472,Achieve Level 60 Combat,need_hook,,,unclassified mechanic,Assign completion_type and explicit trigger
1473,Achieve Level 70 Combat,need_hook,,,unclassified mechanic,Assign completion_type and explicit trigger
1474,Achieve Level 80 Combat,need_hook,,,unclassified mechanic,Assign completion_type and explicit trigger
1475,Achieve Level 90 Combat,need_hook,,,unclassified mechanic,Assign completion_type and explicit trigger
1476,Achieve Level 100 Combat,need_hook,,,unclassified mechanic,Assign completion_type and explicit trigger
1477,Achieve Level 110 Combat,need_hook,,,unclassified mechanic,Assign completion_type and explicit trigger
1478,Achieve Level 120 Combat,need_hook,,,unclassified mechanic,Assign completion_type and explicit trigger
1479,Achieve Level 126 Combat,need_hook,,,unclassified mechanic,Assign completion_type and explicit trigger
